2013-03-02 16:30:51,379 INFO date = Tue Feb 12 14:39:11 2013 | lat = 47.590772 | long = -122.240325 | alt = 34.744873 | dist = 1036.710327 | hr = 146
2013-03-02 16:30:51,379 INFO date = Tue Feb 12 14:39:14 2013 | lat = 47.590720 | long = -122.240276 | alt = 33.783447 | dist = 1043.576294 | hr = 153
2013-03-02 16:30:51,379 INFO date = Tue Feb 12 14:39:15 2013 | lat = 47.590699 | long = -122.240247 | alt = 32.822266 | dist = 1046.744995 | hr = 153
2013-03-02 16:30:51,379 INFO date = Tue Feb 12 14:39:20 2013 | lat = 47.590602 | long = -122.240100 | alt = 30.418823 | dist = 1062.236694 | hr = 157
2013-03-02 16:30:51,379 INFO date = Tue Feb 12 14:39:25 2013 | lat = 47.590491 | long = -122.239951 | alt = 31.380127 | dist = 1079.136963 | hr = 154
2013-03-02 16:30:51,380 INFO date = Tue Feb 12 14:39:31 2013 | lat = 47.590359 | long = -122.239792 | alt = 29.457520 | dist = 1098.029419 | hr = 157
2013-03-02 16:30:51,380 INFO date = Tue Feb 12 14:39:35 2013 | lat = 47.590279 | long = -122.239694 | alt = 28.496216 | dist = 1109.638306 | hr = 160
2013-03-02 16:30:51,380 INFO date = Tue Feb 12 14:39:42 2013 | lat = 47.590138 | long = -122.239522 | alt = 26.092896 | dist = 1129.891968 | hr = 158
2013-03-02 16:30:51,380 INFO date = Tue Feb 12 14:39:44 2013 | lat = 47.590102 | long = -122.239502 | alt = 26.573608 | dist = 1133.919434 | hr = 153
2013-03-02 16:30:51,380 INFO date = Tue Feb 12 14:39:49 2013 | lat = 47.590009 | long = -122.239419 | alt = 27.054321 | dist = 1145.809082 | hr = 155
2013-03-02 16:30:51,381 INFO date = Tue Feb 12 14:39:54 2013 | lat = 47.589892 | long = -122.239256 | alt = 28.496216 | dist = 1163.734497 | hr = 157
2013-03-02 16:30:51,381 INFO date = Tue Feb 12 14:39:59 2013 | lat = 47.589794 | long = -122.239101 | alt = 28.976929 | dist = 1179.634644 | hr = 159
2013-03-02 16:30:51,381 INFO date = Tue Feb 12 14:40:02 2013 | lat = 47.589730 | long = -122.239012 | alt = 29.457520 | dist = 1189.508789 | hr = 164
2013-03-02 16:30:51,381 INFO date = Tue Feb 12 14:40:04 2013 | lat = 47.589695 | long = -122.238978 | alt = 29.938110 | dist = 1194.003418 | hr = 164
2013-03-02 16:30:51,381 INFO date = Tue Feb 12 14:40:10 2013 | lat = 47.589600 | long = -122.238755 | alt = 27.534912 | dist = 1213.839722 | hr = 164
2013-03-02 16:30:51,382 INFO date = Tue Feb 12 14:40:15 2013 | lat = 47.589543 | long = -122.238583 | alt = 25.612305 | dist = 1228.234253 | hr = 164
2013-03-02 16:30:51,382 INFO date = Tue Feb 12 14:40:19 2013 | lat = 47.589494 | long = -122.238428 | alt = 23.208984 | dist = 1241.127197 | hr = 164
2013-03-02 16:30:51,382 INFO date = Tue Feb 12 14:40:25 2013 | lat = 47.589403 | long = -122.238258 | alt = 23.689575 | dist = 1257.413818 | hr = 163
2013-03-02 16:30:51,382 INFO date = Tue Feb 12 14:40:31 2013 | lat = 47.589348 | long = -122.238071 | alt = 21.286377 | dist = 1272.910523 | hr = 163
